,feature_name
PKMYT1,PKMYT1
FMNL1,FMNL1
BMP7,BMP7
NRIP3,NRIP3
FOXO6,FOXO6
CASS4,CASS4
ADAP1,ADAP1
SEMA6B,SEMA6B
SLC43A2,SLC43A2
TRMU,TRMU
CCDC159,CCDC159
ZNF224,ZNF224
SUCNR1,SUCNR1
HDAC3,HDAC3
DNAH7,DNAH7
TMEM200A,TMEM200A
TRAPPC5,TRAPPC5
NMI,NMI
ENPP4,ENPP4
IDS,IDS
TTLL5,TTLL5
SGMS1,SGMS1
SYK,SYK
BCL2,BCL2
ASTL,ASTL
BOLA2,BOLA2
DOK3,DOK3
ABHD1,ABHD1
HOXB2,HOXB2
TMEM272,TMEM272
CNN1,CNN1
CCDC34,CCDC34
CHD2,CHD2
FAM184A,FAM184A
SUB1,SUB1
OSBPL10,OSBPL10
IQCH,IQCH
BTN3A1,BTN3A1
NXF1,NXF1
IL21R,IL21R
SAV1,SAV1
ABI3,ABI3
TMEM44,TMEM44
IRF2BPL,IRF2BPL
HRH1,HRH1
NDRG1,NDRG1
RAB33A,RAB33A
SATB1,SATB1
SFXN1,SFXN1
EEF1A2,EEF1A2
ZDHHC3,ZDHHC3
SPOCD1,SPOCD1
RBFOX3,RBFOX3
SEMA5A,SEMA5A
SLC25A13,SLC25A13
KIF19,KIF19
SLC37A3,SLC37A3
JAKMIP1,JAKMIP1
KIF23,KIF23
BICDL2,BICDL2
TMED5,TMED5
SULT1A1,SULT1A1
IFNGR1,IFNGR1
TMPRSS11E,TMPRSS11E
RAP1B,RAP1B
FAM161B,FAM161B
LSR,LSR
AEN,AEN
BCL2L1,BCL2L1
PSD,PSD
JAM3,JAM3
CHML,CHML
THBS4,THBS4
SFN,SFN
ZBED5,ZBED5
RBPJ,RBPJ
RRM1,RRM1
HEY2,HEY2
BNIP3,BNIP3
MKNK1,MKNK1
TBC1D30,TBC1D30
IQGAP1,IQGAP1
TNS1,TNS1
KCNA3,KCNA3
ARSJ,ARSJ
ALDH3B1,ALDH3B1
UBASH3A,UBASH3A
MEFV,MEFV
BAIAP3,BAIAP3
GLI3,GLI3
FN3K,FN3K
SWAP70,SWAP70
TOB2,TOB2
XPO7,XPO7
SLC23A1,SLC23A1
SLAMF6,SLAMF6
KIF5C,KIF5C
TSPAN5,TSPAN5
PRNP,PRNP
MXRA7,MXRA7
DRAXIN,DRAXIN
MYRIP,MYRIP
FAM3D,FAM3D
MT-ND4,MT-ND4
APTR,APTR
PLCG1,PLCG1
MIDN,MIDN
KIR3DL3,KIR3DL3
CNKSR3,CNKSR3
MTG1,MTG1
CCDC152,CCDC152
IRF7,IRF7
DPP4,DPP4
CRIP2,CRIP2
SGCD,SGCD
RNF138,RNF138
EDARADD,EDARADD
LINC02273,LINC02273
DLG5,DLG5
ARHGAP1,ARHGAP1
TGFB1,TGFB1
DIP2C,DIP2C
UPK3BL1,UPK3BL1
SMIM8,SMIM8
PARP8,PARP8
FAM120A,FAM120A
NME8,NME8
DNAJB6,DNAJB6
AHI1,AHI1
JAKMIP2,JAKMIP2
ATG4B,ATG4B
ATF7IP2,ATF7IP2
LETM2,LETM2
GBA2,GBA2
TBC1D4,TBC1D4
MRPL1,MRPL1
NUP58,NUP58
CLINT1,CLINT1
CNIH2,CNIH2
DCUN1D4,DCUN1D4
FAM110A,FAM110A
USP4,USP4
RAF1,RAF1
ST6GALNAC6,ST6GALNAC6
KRT2,KRT2
FAM83D,FAM83D
PPP2R5A,PPP2R5A
ESM1,ESM1
LTK,LTK
MAPRE2,MAPRE2
GPR55,GPR55
ZFAND5,ZFAND5
GAS6,GAS6
HSH2D,HSH2D
MAN2C1,MAN2C1
CBX7,CBX7
GREM2,GREM2
LINC00987,LINC00987
HS3ST3B1,HS3ST3B1
NFATC4,NFATC4
FAM53C,FAM53C
CCDC73,CCDC73
ENPP5,ENPP5
PLXND1,PLXND1
STX17,STX17
RPGR,RPGR
NUCB2,NUCB2
CAVIN1,CAVIN1
CYP4B1,CYP4B1
EIF4A1,EIF4A1
AGRP,AGRP
ADTRP,ADTRP
HOXA7,HOXA7
USP19,USP19
OGFRL1,OGFRL1
LINC01550,LINC01550
KMO,KMO
FEN1,FEN1
ZNF236,ZNF236
NET1,NET1
COL24A1,COL24A1
BAHD1,BAHD1
MECP2,MECP2
KLF9,KLF9
SRPX,SRPX
METTL24,METTL24
MYO1E,MYO1E
RSRP1,RSRP1
PTPRK,PTPRK
ASGR1,ASGR1
FLT3LG,FLT3LG
ARRDC3,ARRDC3
LINC00937,LINC00937
FAM110C,FAM110C
MDS2,MDS2
CNN3,CNN3
STX1A,STX1A
GNB5,GNB5
SPDYC,SPDYC
CNR2,CNR2
KYNU,KYNU
WNT11,WNT11
STXBP1,STXBP1
CTRC,CTRC
HOXA9,HOXA9
MAN2A2,MAN2A2
GLB1L2,GLB1L2
PTCH2,PTCH2
CFAP73,CFAP73
HSDL2,HSDL2
GNAQ,GNAQ
ELP1,ELP1
LBH,LBH
GLCCI1,GLCCI1
PTGIR,PTGIR
NEK10,NEK10
CACNA2D2,CACNA2D2
RPS19,RPS19
SESN3,SESN3
ZNF519,ZNF519
RECK,RECK
PLAAT2,PLAAT2
SSTR3,SSTR3
RNF125,RNF125
NSMCE1,NSMCE1
KCNK5,KCNK5
CHRNA10,CHRNA10
ADAM19,ADAM19
ROR1,ROR1
ORC6,ORC6
STK10,STK10
HEXIM1,HEXIM1
CT70,CT70
CBLL1,CBLL1
CDH13,CDH13
PARP15,PARP15
CRADD,CRADD
TMEM203,TMEM203
CKM,CKM
PALM,PALM
CTTNBP2,CTTNBP2
SSH3,SSH3
AGO4,AGO4
CTSH,CTSH
FXYD2,FXYD2
INSL3,INSL3
FAM182B,FAM182B
SIN3A,SIN3A
SLC25A30-AS1,SLC25A30-AS1
FSD1,FSD1
GBE1,GBE1
ARHGAP8,ARHGAP8
GPM6B,GPM6B
KIAA0319,KIAA0319
ARHGEF18,ARHGEF18
SMAD4,SMAD4
TTC32,TTC32
SNX18,SNX18
GAREM1,GAREM1
NTRK2,NTRK2
BEST1,BEST1
RAB37,RAB37
GPS2,GPS2
PHEX,PHEX
LRRC7,LRRC7
ADAMTS10,ADAMTS10
GPR141,GPR141
MRPS6,MRPS6
ITPR2,ITPR2
DAZAP2,DAZAP2
SLC14A1,SLC14A1
USP9Y,USP9Y
REM2,REM2
LIPC,LIPC
ESPN,ESPN
SLC2A6,SLC2A6
FMR1,FMR1
ASCC1,ASCC1
NFIB,NFIB
RGS3,RGS3
CDKL2,CDKL2
PAG1,PAG1
TMEM45B,TMEM45B
PDE3B,PDE3B
STYK1,STYK1
NBPF20,NBPF20
LILRA2,LILRA2
KIZ,KIZ
RRAS2,RRAS2
ERG,ERG
VIL1,VIL1
MIB2,MIB2
ITGA5,ITGA5
OSBPL5,OSBPL5
ZDHHC17,ZDHHC17
P2RY11,P2RY11
ARHGAP44,ARHGAP44
PITPNM2,PITPNM2
IDH1,IDH1
MSMO1,MSMO1
SLC44A1,SLC44A1
PELO,PELO
STAM,STAM
FAM13A,FAM13A
NAA35,NAA35
GMNN,GMNN
KCNJ10,KCNJ10
PCOLCE,PCOLCE
LEXM,LEXM
LRRC43,LRRC43
ALS2,ALS2
IRAK2,IRAK2
TRAPPC11,TRAPPC11
SETD1B,SETD1B
MSL1,MSL1
HAPLN3,HAPLN3
GALNTL6,GALNTL6
SMAGP,SMAGP
SMIM24,SMIM24
ZNF165,ZNF165
SLC35B2,SLC35B2
PLCH2,PLCH2
LINC00221,LINC00221
BEND4,BEND4
RNF19A,RNF19A
CCNL2,CCNL2
CDKN2C,CDKN2C
CRHBP,CRHBP
HNMT,HNMT
PIP4P2,PIP4P2
ANKRD36,ANKRD36
EPS8,EPS8
NATD1,NATD1
KRTCAP3,KRTCAP3
ZEB1,ZEB1
EDN3,EDN3
BCL2L11,BCL2L11
WDR3,WDR3
VSTM1,VSTM1
GNA13,GNA13
GAPT,GAPT
RINT1,RINT1
DAPP1,DAPP1
GNAO1,GNAO1
DUSP16,DUSP16
ZNF571,ZNF571
DGKE,DGKE
NEDD9,NEDD9
RHEBL1,RHEBL1
ZFP91,ZFP91
ADGRG6,ADGRG6
CYTH3,CYTH3
NINJ2,NINJ2
SLC7A7,SLC7A7
MTFP1,MTFP1
MAST3,MAST3
SMURF2,SMURF2
NFAM1,NFAM1
TMEM35B,TMEM35B
KLB,KLB
E2F1,E2F1
STRADB,STRADB
TCAP,TCAP
ZBTB38,ZBTB38
LINC01765,LINC01765
LGALS9C,LGALS9C
MRPS24,MRPS24
XAF1,XAF1
PLCXD2,PLCXD2
TGS1,TGS1
GOLGA8O,GOLGA8O
ICAM4,ICAM4
TNFSF8,TNFSF8
CDK6,CDK6
STARD3,STARD3
FLCN,FLCN
HSD17B2,HSD17B2
ABCC1,ABCC1
ABI3BP,ABI3BP
KCTD10,KCTD10
UHMK1,UHMK1
TIGD4,TIGD4
NPDC1,NPDC1
NRXN1,NRXN1
CLEC4G,CLEC4G
DNAJB9,DNAJB9
GREM1,GREM1
SLCO1A2,SLCO1A2
LDHA,LDHA
APOBR,APOBR
UPF3B,UPF3B
ITGAV,ITGAV
PLXDC1,PLXDC1
CCR3,CCR3
NAP1L2,NAP1L2
KRT18,KRT18
HIP1,HIP1
SLC30A2,SLC30A2
MORN3,MORN3
HIC1,HIC1
SERP2,SERP2
HIPK2,HIPK2
SOX8,SOX8
LRP10,LRP10
CDC14B,CDC14B
TGFBR1,TGFBR1
LY6E,LY6E
NFATC2,NFATC2
STMN3,STMN3
CREBRF,CREBRF
SNX13,SNX13
AGBL2,AGBL2
RNF10,RNF10
NEO1,NEO1
SYVN1,SYVN1
LINC00342,LINC00342
TET2,TET2
LINC02562,LINC02562
CCNF,CCNF
RAPGEF6,RAPGEF6
LRRC70,LRRC70
SEC14L2,SEC14L2
PTCH1,PTCH1
ABCA9,ABCA9
IPO8,IPO8
ASS1,ASS1
SMKR1,SMKR1
LAMB1,LAMB1
CCL25,CCL25
NSL1,NSL1
CYB561D1,CYB561D1
CLMP,CLMP
EPHB6,EPHB6
ZKSCAN2-DT,ZKSCAN2-DT
MAP3K11,MAP3K11
PTGIS,PTGIS
FGD3,FGD3
ADPRHL1,ADPRHL1
KCNAB1,KCNAB1
DSTYK,DSTYK
QRSL1,QRSL1
CD200R1,CD200R1
DNAJC3-DT,DNAJC3-DT
SPTLC2,SPTLC2
LAMB3,LAMB3
PHACTR2,PHACTR2
ST6GALNAC3,ST6GALNAC3
SHISA8,SHISA8
CCDC137,CCDC137
GMIP,GMIP
CYP19A1,CYP19A1
RCAN2,RCAN2
TAF2,TAF2
LSP1,LSP1
RERE,RERE
MANF,MANF
RNF43,RNF43
SARDH,SARDH
PROS1,PROS1
PAWR,PAWR
IGF2BP2,IGF2BP2
FLT4,FLT4
LINC02132,LINC02132
ARHGEF39,ARHGEF39
GPR174,GPR174
GRAMD2B,GRAMD2B
HOXA3,HOXA3
AVIL,AVIL
ZNF208,ZNF208
TLE5,TLE5
WDR86,WDR86
AGPAT4,AGPAT4
STAT1,STAT1
CALCRL,CALCRL
RAB43,RAB43
FXYD1,FXYD1
MCM3,MCM3
WDR59,WDR59
SUPV3L1,SUPV3L1
USP51,USP51
AKR1C2,AKR1C2
CASP5,CASP5
S1PR2,S1PR2
ZNF445,ZNF445
DEPTOR,DEPTOR
ARPC4,ARPC4
ITGB1-DT,ITGB1-DT
SYN3,SYN3
SLC22A15,SLC22A15
BRDT,BRDT
SCUBE1,SCUBE1
SERPINC1,SERPINC1
SEC61A2,SEC61A2
PITPNC1,PITPNC1
COLGALT2,COLGALT2
KCNAB2,KCNAB2
EPHA4,EPHA4
PLPP1,PLPP1
FHL3,FHL3
ADAD2,ADAD2
ZNF793,ZNF793
APOLD1,APOLD1
ILF3-DT,ILF3-DT
ABLIM1,ABLIM1
ACOT7,ACOT7
TPD52,TPD52
ITFG1,ITFG1
DCLRE1A,DCLRE1A
CCDC88B,CCDC88B
CCDC65,CCDC65
MND1,MND1
CCNG2,CCNG2
IGF2BP3,IGF2BP3
LAMA5,LAMA5
HTR2B,HTR2B
LINC01215,LINC01215
CYYR1,CYYR1
AGBL5,AGBL5
SLC10A1,SLC10A1
TGIF1,TGIF1
GSC,GSC
MXI1,MXI1
CD320,CD320
MOB3A,MOB3A
RPS2,RPS2
BORCS8,BORCS8
LLGL2,LLGL2
ZBTB32,ZBTB32
IFNL1,IFNL1
DGKZ,DGKZ
NTRK1,NTRK1
SLC16A11,SLC16A11
SBK1,SBK1
ANKRD10,ANKRD10
UBN1,UBN1
CP,CP
SAMD4B,SAMD4B
GAK,GAK
ST3GAL4,ST3GAL4
GDI1,GDI1
RAI2,RAI2
UTS2B,UTS2B
PCLO,PCLO
NMT2,NMT2
HAVCR1,HAVCR1
DNAH8,DNAH8
TRIM25,TRIM25
MTF1,MTF1
SYTL1,SYTL1
PRRG2,PRRG2
EIF4G3,EIF4G3
DRAM1,DRAM1
FAM20A,FAM20A
LINC01684,LINC01684
PTGFRN,PTGFRN
ARL6IP1,ARL6IP1
CDK5RAP2,CDK5RAP2
MBD6,MBD6
LINC02731,LINC02731
SPATS2,SPATS2
ZC3H11A,ZC3H11A
DPF3,DPF3
SH2D3A,SH2D3A
RAD51AP1,RAD51AP1
REXO2,REXO2
ZNF598,ZNF598
LDHB,LDHB
MED12,MED12
SORCS2,SORCS2
PPFIA1,PPFIA1
RNF213,RNF213
UHRF2,UHRF2
VIT,VIT
BCAS4,BCAS4
KLF14,KLF14
LIMS2,LIMS2
SLC26A2,SLC26A2
HEATR9,HEATR9
LAMA2,LAMA2
TPST2,TPST2
SLC6A20,SLC6A20
GPR82,GPR82
EIF4E3,EIF4E3
XK,XK
CMKLR1,CMKLR1
MITF,MITF
GIPR,GIPR
SPTB,SPTB
RPL36A,RPL36A
LINC01970,LINC01970
ARHGEF26,ARHGEF26
FCHSD1,FCHSD1
RSPH3,RSPH3
KPNA1,KPNA1
FAS,FAS
FPGS,FPGS
ERCC5,ERCC5
GPAM,GPAM
CDK16,CDK16
ZNF829,ZNF829
CENPK,CENPK
GPC3,GPC3
CASZ1,CASZ1
CDHR2,CDHR2
BFSP2,BFSP2
ANXA2R,ANXA2R
FAM167B,FAM167B
AFAP1L2,AFAP1L2
MICU1,MICU1
MAP3K2-DT,MAP3K2-DT
KCNQ3,KCNQ3
ARPC5,ARPC5
ANKRD18A,ANKRD18A
CFAP45,CFAP45
RIPK2,RIPK2
CD1D,CD1D
ZNF891,ZNF891
VSTM2B,VSTM2B
E2F8,E2F8
REEP2,REEP2
ZNF143,ZNF143
PTMA,PTMA
TRPC3,TRPC3
NFKB2,NFKB2
SLC35E3,SLC35E3
GNPDA1,GNPDA1
KDM6A,KDM6A
NLRX1,NLRX1
OLFML2B,OLFML2B
PRKCQ,PRKCQ
CRY1,CRY1
NETO2,NETO2
HERC2,HERC2
CTDP1,CTDP1
HMCES,HMCES
KCNK6,KCNK6
GPX2,GPX2
SPTBN4,SPTBN4
CARD11,CARD11
EPB41L2,EPB41L2
PNMA5,PNMA5
ZNF600,ZNF600
ZBTB20,ZBTB20
TAL2,TAL2
TWIST2,TWIST2
DEPDC1B,DEPDC1B
OPTN,OPTN
ASB2,ASB2
NAPB,NAPB
ZBTB7B,ZBTB7B
AGTPBP1,AGTPBP1
MAPK8IP3,MAPK8IP3
AFF2,AFF2
GCNT1,GCNT1
SPATS2L,SPATS2L
PHGDH,PHGDH
BFSP1,BFSP1
OTOF,OTOF
FAM8A1,FAM8A1
ZNF667-AS1,ZNF667-AS1
PTGDR2,PTGDR2
CHD9,CHD9
ARAP3,ARAP3
LMCD1,LMCD1
COL18A1,COL18A1
E2F3,E2F3
EDAR,EDAR
NGFR,NGFR
SMG9,SMG9
UGT8,UGT8
RPL27A,RPL27A
LINC01993,LINC01993
ATP8A1,ATP8A1
DDX43,DDX43
PLVAP,PLVAP
RASSF4,RASSF4
PHIP,PHIP
MEG8,MEG8
ZNF365,ZNF365
NKX3-1,NKX3-1
CFAP20,CFAP20
CCDC171,CCDC171
RGS20,RGS20
CALR,CALR
SGPP2,SGPP2
COL4A3,COL4A3
GIMAP4,GIMAP4
DSCR9,DSCR9
LINGO4,LINGO4
LRIG1,LRIG1
WDR74,WDR74
ETV1,ETV1
LMO2,LMO2
NCK2,NCK2
PDE7A,PDE7A
POLG2,POLG2
RBP5,RBP5
IL17RD,IL17RD
METTL22,METTL22
PLSCR1,PLSCR1
TVP23A,TVP23A
TDRD15,TDRD15
AXIN2,AXIN2
MSC,MSC
GPRIN3,GPRIN3
CYB561A3,CYB561A3
MAP2K1,MAP2K1
RMI2,RMI2
ZNF667,ZNF667
ZDHHC23,ZDHHC23
HIP1R,HIP1R
S1PR3,S1PR3
UBR2,UBR2
DNMT3B,DNMT3B
CDK5R1,CDK5R1
TRIB3,TRIB3
APP,APP
CLCN5,CLCN5
POLR2J2,POLR2J2
CNFN,CNFN
PLEKHB1,PLEKHB1
SERPINB8,SERPINB8
ZNF281,ZNF281
LDLRAP1,LDLRAP1
SLC26A5,SLC26A5
SIDT1,SIDT1
BEX2,BEX2
PLEKHO1,PLEKHO1
PDXP,PDXP
SARM1,SARM1
ACVR2B,ACVR2B
TMED8,TMED8
ARHGEF12,ARHGEF12
CNTN2,CNTN2
ZNF827,ZNF827
GRAMD1C,GRAMD1C
RIC3,RIC3
KCNH8,KCNH8
PALLD,PALLD
LXN,LXN
SAG,SAG
TMEM38A,TMEM38A
NDRG2,NDRG2
LINC00309,LINC00309
PTK2B,PTK2B
PCAT1,PCAT1
CRIM1,CRIM1
BOD1L1,BOD1L1
LIX1-AS1,LIX1-AS1
TMX4,TMX4
NEK1,NEK1
PHF20L1,PHF20L1
MMUT,MMUT
FCHO2,FCHO2
PACSIN2,PACSIN2
NUDT4,NUDT4
HEG1,HEG1
MLLT3,MLLT3
NR1D1,NR1D1
SIRPA,SIRPA
LCP2,LCP2
NUDT11,NUDT11
TMEM171,TMEM171
MAD2L2,MAD2L2
LILRB1,LILRB1
PRSS22,PRSS22
DTX3,DTX3
MFN2,MFN2
ADAMTS6,ADAMTS6
CARNS1,CARNS1
NEK9,NEK9
DBN1,DBN1
MGAT5,MGAT5
LINC02696,LINC02696
HOXB4,HOXB4
LMBRD1,LMBRD1
CD244,CD244
USP28,USP28
LINC01686,LINC01686
LYL1,LYL1
NPIPB11,NPIPB11
LINC02202,LINC02202
ARNT2,ARNT2
SLC8B1,SLC8B1
ADGRE3,ADGRE3
PLA2G4B,PLA2G4B
MFN1,MFN1
RBM22,RBM22
SBSPON,SBSPON
ZNF106,ZNF106
LINC00623,LINC00623
HNRNPA1L2,HNRNPA1L2
CTNNAL1,CTNNAL1
SYNE4,SYNE4
CXXC4,CXXC4
GALNT7,GALNT7
TRAF5,TRAF5
SYNJ2,SYNJ2
FBXO2,FBXO2
RNF157,RNF157
AOC1,AOC1
LINC01725,LINC01725
CHIC1,CHIC1
PPP4R3A,PPP4R3A
EBF4,EBF4
MDM1,MDM1
COL9A3,COL9A3
ABLIM2,ABLIM2
LINC02325,LINC02325
MICAL3,MICAL3
CCNE2,CCNE2
RAB3IP,RAB3IP
LINC01220,LINC01220
DLGAP1,DLGAP1
ARAP2,ARAP2
METTL8,METTL8
TCAF2,TCAF2
ZCCHC18,ZCCHC18
RALB,RALB
ARID5A,ARID5A
STX4,STX4
CCDC146,CCDC146
PRRG4,PRRG4
PRRT1,PRRT1
CCL28,CCL28
FALEC,FALEC
MS4A4E,MS4A4E
NLRC3,NLRC3
AP4B1,AP4B1
LINC02848,LINC02848
IFT57,IFT57
PBXIP1,PBXIP1
CHAF1B,CHAF1B
RASAL1,RASAL1
NIN,NIN
ZNF778,ZNF778
MAP1LC3B,MAP1LC3B
CACNA1A,CACNA1A
NIPAL4,NIPAL4
CD34,CD34
ANP32A,ANP32A
MRPL18,MRPL18
MSH6,MSH6
SHANK3,SHANK3
TBC1D8,TBC1D8
NOCT,NOCT
SYNGR2,SYNGR2
TNRC6C,TNRC6C
MOXD1,MOXD1
RPAP2,RPAP2
COL27A1,COL27A1
JAK3,JAK3
PDE2A,PDE2A
LINC00426,LINC00426
C2CD4D,C2CD4D
MAP4K5,MAP4K5
TCEA3,TCEA3
TTLL10,TTLL10
SH3YL1,SH3YL1
AP3B2,AP3B2
A4GALT,A4GALT
KIF21B,KIF21B
TMEM67,TMEM67
MIR3142HG,MIR3142HG
ZFYVE28,ZFYVE28
TPT1,TPT1
CYFIP2,CYFIP2
SETBP1,SETBP1
COL4A2,COL4A2
TBXAS1,TBXAS1
TSPAN3,TSPAN3
FAM169A,FAM169A
EVI5,EVI5
LY96,LY96
PTPN3,PTPN3
HOXA10,HOXA10
LAP3,LAP3
SLC27A2,SLC27A2
CBX4,CBX4
LEPROTL1,LEPROTL1
ATP8B2,ATP8B2
LINC00494,LINC00494
FKBP7,FKBP7
CLSTN3,CLSTN3
GHET1,GHET1
PICK1,PICK1
PPP1R15B,PPP1R15B
DPH1,DPH1
CLDND1,CLDND1
P2RY1,P2RY1
ADAM9,ADAM9
ME3,ME3
SDHAF2,SDHAF2
ANKRD54,ANKRD54
ARVCF,ARVCF
CHFR,CHFR
ATP2B4,ATP2B4
RCL1,RCL1
CTH,CTH
SPDYE3,SPDYE3
SREK1,SREK1
PRCD,PRCD
FAM166B,FAM166B
GDF7,GDF7
LINC00298,LINC00298
MED31,MED31
SNTG2,SNTG2
SPDYA,SPDYA
ST6GALNAC1,ST6GALNAC1
RPS15A,RPS15A
GOLGA6L9,GOLGA6L9
LINC00954,LINC00954
LINC02754,LINC02754
CARMIL3,CARMIL3
NOG,NOG
NUP210L,NUP210L
ASAP2,ASAP2
PKHD1L1,PKHD1L1
TTC22,TTC22
FAM217B,FAM217B
TESC,TESC
NPR3,NPR3
PLEKHA1,PLEKHA1
RAB11FIP1,RAB11FIP1
P2RX5-TAX1BP3,P2RX5-TAX1BP3
LINC02288,LINC02288
ZNF853,ZNF853
PIWIL2,PIWIL2
CCDC28B,CCDC28B
SMIM22,SMIM22
RSU1,RSU1
ATAD5,ATAD5
LPCAT1,LPCAT1
MSI2,MSI2
ZNF117,ZNF117
SLC26A6,SLC26A6
ZNF92,ZNF92
CHCHD6,CHCHD6
NCEH1,NCEH1
WNT10A,WNT10A
TSACC,TSACC
AGL,AGL
ELOVL4,ELOVL4
PILRB,PILRB
GLIPR1L2,GLIPR1L2
SVIP,SVIP
MYBPC2,MYBPC2
SLC2A14,SLC2A14
FKBP1A,FKBP1A
SAMMSON,SAMMSON
TOPBP1,TOPBP1
ZBTB48,ZBTB48
COL4A4,COL4A4
LINC01588,LINC01588
ARHGEF25,ARHGEF25
NR5A2,NR5A2
ZNF490,ZNF490
L1CAM,L1CAM
ADAMTS5,ADAMTS5
PPP1R3D,PPP1R3D
KIAA1671,KIAA1671
ZNF860,ZNF860
HAP1,HAP1
PDK3,PDK3
CMSS1,CMSS1
BRAP,BRAP
ARHGAP12,ARHGAP12
CLEC11A,CLEC11A
RANBP10,RANBP10
SMCHD1,SMCHD1
RPS6KA5,RPS6KA5
SPN,SPN
KL,KL
LINC02739,LINC02739
SHTN1,SHTN1
TTK,TTK
CERNA1,CERNA1
SENP2,SENP2
SYCP3,SYCP3
PTPN12,PTPN12
ATP11A,ATP11A
RAD51,RAD51
MAT2A,MAT2A
TMEM30B,TMEM30B
PM20D1,PM20D1
ITM2B,ITM2B
RAB3D,RAB3D
SLC16A1,SLC16A1
BEST4,BEST4
MEX3C,MEX3C
CCR5,CCR5
FBF1,FBF1
SYT1,SYT1
WWC1,WWC1
LEAP2,LEAP2
COBL,COBL
SLC30A4,SLC30A4
SYNGR1,SYNGR1
PLEKHH2,PLEKHH2
PRKD2,PRKD2
NMU,NMU
MYH9,MYH9
PLA2G12A,PLA2G12A
HMGN5,HMGN5
FURIN,FURIN
TBC1D32,TBC1D32
GXYLT1,GXYLT1
RALGDS,RALGDS
ZNF584,ZNF584
APBB1,APBB1
PRICKLE1,PRICKLE1
ITLN1,ITLN1
DDR2,DDR2
HLA-DOA,HLA-DOA
TPBG,TPBG
MYO1G,MYO1G
CNP,CNP
HOXB3,HOXB3
SYBU,SYBU
LINGO3,LINGO3
TNFRSF11A,TNFRSF11A
GLS2,GLS2
FANCD2,FANCD2
RNPC3,RNPC3
CD99L2,CD99L2
SGSM1,SGSM1
PLEKHG6,PLEKHG6
TACC3,TACC3
PLEKHA5,PLEKHA5
AGO2,AGO2
MAPK6,MAPK6
UBE2J1,UBE2J1
PLXNA4,PLXNA4
RUSC2,RUSC2
ZBED6,ZBED6
CCAR1,CCAR1
MAP3K20,MAP3K20
CLEC16A,CLEC16A
EVPL,EVPL
RNASE4,RNASE4
EXPH5,EXPH5
STARD9,STARD9
LINC00243,LINC00243
SYT5,SYT5
ZNF727,ZNF727
DUSP14,DUSP14
RILPL2,RILPL2
GM2A,GM2A
PRSS3,PRSS3
CNOT6L,CNOT6L
INTS5,INTS5
MTERF2,MTERF2
TM4SF19,TM4SF19
ZNF627,ZNF627
HELB,HELB
CAST,CAST
RPS8,RPS8
EML4,EML4
MYD88,MYD88
WFDC1,WFDC1
S100A2,S100A2
REG4,REG4
LINC02086,LINC02086
CALHM5,CALHM5
FOXD2,FOXD2
PPP2R3A,PPP2R3A
SYCE1,SYCE1
GPRASP1,GPRASP1
ANKRD31,ANKRD31
CENPL,CENPL
NEB,NEB
ADCY3,ADCY3
STARD4,STARD4
EMP3,EMP3
TAF11,TAF11
CMIP,CMIP
MIA,MIA
PLCL1,PLCL1
APEX2,APEX2
FRMPD3,FRMPD3
PIAS2,PIAS2
B3GAT2,B3GAT2
FAM222A,FAM222A
SCN2A,SCN2A
SRXN1,SRXN1
ARRB2,ARRB2
ZFR2,ZFR2
FLT3,FLT3
GSAP,GSAP
TMPRSS3,TMPRSS3
ZC3H6,ZC3H6
P3H4,P3H4
ATP7A,ATP7A
OBSCN,OBSCN
LRRC2,LRRC2
ZNF711,ZNF711
SP140,SP140
ARPC1B,ARPC1B
FGF18,FGF18
PAM,PAM
EVA1C,EVA1C
CDC42BPG,CDC42BPG
HSPA4L,HSPA4L
MLXIPL,MLXIPL
PPP4R1,PPP4R1
PPM1K-DT,PPM1K-DT
KDM4B,KDM4B
SCYL2,SCYL2
TRIM17,TRIM17
ABCC4,ABCC4
NUAK2,NUAK2
SH2B3,SH2B3
EMILIN2,EMILIN2
OLFM2,OLFM2
LINC02328,LINC02328
ZNF346,ZNF346
RAB36,RAB36
OXT,OXT
FZD3,FZD3
ATG9A,ATG9A
RHBDD2,RHBDD2
VAV3,VAV3
ZNF611,ZNF611
RPL22L1,RPL22L1
ADHFE1,ADHFE1
TP53INP2,TP53INP2
NLRC4,NLRC4
ITGAL,ITGAL
CHRNA5,CHRNA5
CSNK1E,CSNK1E
GPR132,GPR132
PLAAT3,PLAAT3
LIMCH1,LIMCH1
RXRA,RXRA
ADGRG5,ADGRG5
AP1S3,AP1S3
SYNPO2,SYNPO2
ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3
DNAJC5B,DNAJC5B
LINC02218,LINC02218
ZNF277,ZNF277
KLHL4,KLHL4
LINC00910,LINC00910
TMEM71,TMEM71
FAM161A,FAM161A
YTHDF3,YTHDF3
RRBP1,RRBP1
STX19,STX19
GBP4,GBP4
FOSL1,FOSL1
NFIA,NFIA
GLI1,GLI1
GCNA,GCNA
VAT1,VAT1
TBPL1,TBPL1
LRRFIP2,LRRFIP2
TNNT3,TNNT3
MYO16,MYO16
NDUFA4L2,NDUFA4L2
TNR,TNR
WWC3,WWC3
BIN2,BIN2
LINC01465,LINC01465
ZNF107,ZNF107
JADE3,JADE3
PRPS2,PRPS2
SPEF2,SPEF2
EPHX2,EPHX2
DLL3,DLL3
